id,Name,Period,Stock,Percentage_of_portfolio,Shares,Recent_activity,Price,Value,Paresing_date,Ticker
2020Q2_1368,Michael Price - MFP Investors,Q1 2020,BKFG - BKF Capital Group Inc.,0.06,"29,380", ,$9.73,"$286,000",2020-06-07,BKFG
2020Q2_1369,Michael Price - MFP Investors,Q1 2020,CLR - Continental Resources,0.05,"30,000",Reduce 88.89%,$7.63,"$229,000",2020-06-07,CLR
2020Q2_1370,Michael Price - MFP Investors,Q1 2020,DVN - Devon Energy Corp.,0.05,"34,000", ,$6.91,"$235,000",2020-06-07,DVN
2020Q2_1371,Michael Price - MFP Investors,Q1 2020,OCSL - Oaktree Specialty Lending Corp,0.05,"69,800",Reduce 30.20%,$3.24,"$226,000",2020-06-07,OCSL
2020Q2_1372,Michael Price - MFP Investors,Q1 2020,RUTH - Ruth's Hospitality Group Inc.,0.05,"36,258",Buy ,$6.67,"$242,000",2020-06-07,RUTH
2020Q2_1373,Michael Price - MFP Investors,Q1 2020,GRPN - Groupon Inc.,0.04,"200,000",Reduce 55.56%,$0.98,"$196,000",2020-06-07,GRPN
2020Q2_1374,Michael Price - MFP Investors,Q1 2020,HONE - HarborOne Bancorp,0.04,"27,882", ,$7.53,"$210,000",2020-06-07,HONE
2020Q2_1375,Michael Price - MFP Investors,Q1 2020,LVS - Las Vegas Sands Corp.,0.04,"4,195", ,$42.43,"$178,000",2020-06-07,LVS
2020Q2_1376,Michael Price - MFP Investors,Q1 2020,SJT - San Juan Basin Royalty Trust,0.04,"100,240", ,$2.10,"$211,000",2020-06-07,SJT
2020Q2_1377,Michael Price - MFP Investors,Q1 2020,SWKS - Skyworks Solutions Inc.,0.04,"1,936", ,$89.36,"$173,000",2020-06-07,SWKS
2020Q2_1378,Michael Price - MFP Investors,Q1 2020,MSG - The Madison Square Garden Co.,0.03,612, ,$210.78,"$129,000",2020-06-07,MSG
2020Q2_1379,Michael Price - MFP Investors,Q1 2020,BAC - Bank of America Corp.,0.02,"4,000", ,$21.25,"$85,000",2020-06-07,BAC
2020Q2_1380,Michael Price - MFP Investors,Q1 2020,GULTU - Gulf Coast Ultra Deep Royalty Trust,0.02,"5,721,942", ,$0.02,"$95,000",2020-06-07,GULTU
2020Q2_1381,Michael Price - MFP Investors,Q1 2020,TGE - Tallgrass Energy LP,0.02,"5,000", ,$16.40,"$82,000",2020-06-07,TGE
2020Q2_1382,Michael Price - MFP Investors,Q1 2020,BKR - Baker Hughes Co.,0.01,"5,000",Reduce 50.00%,$10.60,"$53,000",2020-06-07,BKR
2020Q2_1383,Michael Price - MFP Investors,Q1 2020,PBT - Permian Basin Royalty Trust,0.01,"13,841", ,$2.82,"$39,000",2020-06-07,PBT
2020Q2_1384,Michael Price - MFP Investors,Q1 2020,QCOM - QUALCOMM Inc.,0.01,732, ,$68.31,"$50,000",2020-06-07,QCOM
2020Q2_1385,Michael Price - MFP Investors,Q1 2020,SPLP - Steel Partners Holdings L.P.,0.01,"5,773", ,$5.37,"$31,000",2020-06-07,SPLP
2020Q2_1386,Michael Price - MFP Investors,Q1 2020,FLF - Federal Life Group Inc.,0.00,200, ,$10.00,"$2,000",2020-06-07,FLF
2020Q2_1387,Michael Price - MFP Investors,Q1 2020,HGT - Hugoton Royalty Trust,0.00,"190,440", ,$0.11,"$20,000",2020-06-07,HGT
2020Q2_1388,Michael Price - MFP Investors,Q1 2020,PPHI - Positive Physicians Holdings,0.00,900, ,$11.11,"$10,000",2020-06-07,PPHI
2020Q2_1389,Michael Price - MFP Investors,Q1 2020,TDW.WS - Tidewater Inc WTS,0.00,"7,444", ,$0.13,"$1,000",2020-06-07,TDW.WS
2020Q2_1390,Thomas Russo - Gardner Russo & Gardner,Q1 2020,MA - Mastercard Inc.,14.60,"5,977,556",Reduce 6.31%,$241.56,"$1,443,938,000",2020-06-07,MA
2020Q2_1391,Thomas Russo - Gardner Russo & Gardner,Q1 2020,NSRGY - Nestle,12.91,"12,398,601",Reduce 3.15%,$102.99,"$1,276,924,000",2020-06-07,NSRGY
2020Q2_1392,Thomas Russo - Gardner Russo & Gardner,Q1 2020,BRK.A - Berkshire Hathaway CL A,10.39,"3,777",Reduce 1.90%,$272000.00,"$1,027,344,000",2020-06-07,BRK.A
2020Q2_1393,Thomas Russo - Gardner Russo & Gardner,Q1 2020,HKHHF - Heineken Holding NV,6.86,"8,872,011",Reduce 1.65%,$76.52,"$678,926,000",2020-06-07,HKHHF
2020Q2_1394,Thomas Russo - Gardner Russo & Gardner,Q1 2020,PDRDF - Pernod Ricard,6.83,"4,758,762",Reduce 1.78%,$142.04,"$675,930,000",2020-06-07,PDRDF
2020Q2_1395,Thomas Russo - Gardner Russo & Gardner,Q1 2020,PM - Philip Morris Intl.,6.30,"8,539,626",Reduce 3.66%,$72.96,"$623,051,000",2020-06-07,PM
2020Q2_1396,Thomas Russo - Gardner Russo & Gardner,Q1 2020,UN - Unilever NV,6.10,"12,368,991",Reduce 0.36%,$48.79,"$603,497,000",2020-06-07,UN
2020Q2_1397,Thomas Russo - Gardner Russo & Gardner,Q1 2020,CFRHF - Compagnie Financiere Richemont SA,4.63,"8,353,276",Reduce 17.76%,$54.84,"$458,090,000",2020-06-07,CFRHF
2020Q2_1398,Thomas Russo - Gardner Russo & Gardner,Q1 2020,GOOG - Alphabet Inc. CL C,4.63,"393,781",Add 25.88%,$1162.81,"$457,893,000",2020-06-07,GOOG
2020Q2_1399,Thomas Russo - Gardner Russo & Gardner,Q1 2020,BRK.B - Berkshire Hathaway CL B,3.93,"2,125,097",Reduce 3.71%,$182.83,"$388,531,000",2020-06-07,BRK.B
2020Q2_1400,Thomas Russo - Gardner Russo & Gardner,Q1 2020,BUD - Anheuser-Busch InBev,3.56,"7,938,910",Add 4.13%,$44.41,"$352,532,000",2020-06-07,BUD
2020Q2_1401,Thomas Russo - Gardner Russo & Gardner,Q1 2020,JPM - JPMorgan Chase & Co.,3.49,"3,833,929",Add 36846.41%,$90.03,"$345,169,000",2020-06-07,JPM
2020Q2_1402,Thomas Russo - Gardner Russo & Gardner,Q1 2020,MLM - Martin Marietta,3.16,"1,649,816",Reduce 2.22%,$189.23,"$312,195,000",2020-06-07,MLM
2020Q2_1403,Thomas Russo - Gardner Russo & Gardner,Q1 2020,UHR-D - Swatch Group AG-D,2.06,"1,050,333",Reduce 2.94%,$193.73,"$203,483,000",2020-06-07,UHR
2020Q2_1404,Thomas Russo - Gardner Russo & Gardner,Q1 2020,DEO - Diageo plc,2.01,"5,520,378",Reduce 2.47%,$35.99,"$198,661,000",2020-06-07,DEO
2020Q2_1405,Thomas Russo - Gardner Russo & Gardner,Q1 2020,CMCSA - Comcast Corp.,1.95,"5,611,373",Reduce 2.90%,$34.38,"$192,919,000",2020-06-07,CMCSA
2020Q2_1406,Thomas Russo - Gardner Russo & Gardner,Q1 2020,BF.A - BROWN FORMAN Inc. A,1.91,"3,684,298",Reduce 1.46%,$51.38,"$189,299,000",2020-06-07,BF.A
2020Q2_1407,Thomas Russo - Gardner Russo & Gardner,Q1 2020,JCDXF - JC Decaux SA ACT,1.12,"6,139,123",Reduce 3.25%,$18.10,"$111,147,000",2020-06-07,JCDXF
2020Q2_1408,Thomas Russo - Gardner Russo & Gardner,Q1 2020,BF.B - Brown-Forman Corp.,0.92,"1,633,483",Reduce 5.12%,$55.51,"$90,675,000",2020-06-07,BF.B
2020Q2_1409,Thomas Russo - Gardner Russo & Gardner,Q1 2020,V - Visa Inc.,0.84,"513,113",Add 3.66%,$161.12,"$82,673,000",2020-06-07,V
2020Q2_1410,Thomas Russo - Gardner Russo & Gardner,Q1 2020,WFC - Wells Fargo,0.43,"1,496,776",Reduce 88.16%,$28.70,"$42,957,000",2020-06-07,WFC
2020Q2_1411,Thomas Russo - Gardner Russo & Gardner,Q1 2020,MO - Altria Group Inc.,0.15,"374,042",Reduce 83.16%,$38.67,"$14,464,000",2020-06-07,MO
2020Q2_1412,Thomas Russo - Gardner Russo & Gardner,Q1 2020,AXP - American Express,0.11,"121,643",Reduce 7.76%,$85.61,"$10,414,000",2020-06-07,AXP
2020Q2_1413,Thomas Russo - Gardner Russo & Gardner,Q1 2020,SWMAF - Swedish Match AB,0.11,"182,180",Reduce 12.47%,$57.33,"$10,444,000",2020-06-07,SWMAF
2020Q2_1414,Thomas Russo - Gardner Russo & Gardner,Q1 2020,VMC - Vulcan Materials,0.08,"71,204",Add 25.67%,$108.07,"$7,695,000",2020-06-07,VMC
2020Q2_1415,Thomas Russo - Gardner Russo & Gardner,Q1 2020,MKL - Markel Corp.,0.07,"7,427",Reduce 1.33%,$927.83,"$6,891,000",2020-06-07,MKL
2020Q2_1416,Thomas Russo - Gardner Russo & Gardner,Q1 2020,HRL - Hormel Foods Corp.,0.07,"146,074",Reduce 3.14%,$46.64,"$6,813,000",2020-06-07,HRL
2020Q2_1417,Thomas Russo - Gardner Russo & Gardner,Q1 2020,XOM - Exxon Mobil Corp.,0.06,"146,081",Add 0.01%,$37.97,"$5,547,000",2020-06-07,XOM
2020Q2_1418,Thomas Russo - Gardner Russo & Gardner,Q1 2020,FMX - Fomento Economico Mexicano,0.05,"83,376",Reduce 21.85%,$60.51,"$5,045,000",2020-06-07,FMX
2020Q2_1419,Thomas Russo - Gardner Russo & Gardner,Q1 2020,OUT - Outfront Media Inc.,0.05,"347,682",Add 9.67%,$13.48,"$4,687,000",2020-06-07,OUT
2020Q2_1420,Thomas Russo - Gardner Russo & Gardner,Q1 2020,CR - Crane Co.,0.05,"95,768",Reduce 0.75%,$49.18,"$4,710,000",2020-06-07,CR
2020Q2_1421,Thomas Russo - Gardner Russo & Gardner,Q1 2020,MKC - McCormick & Co.,0.04,"27,146",Reduce 5.41%,$141.20,"$3,833,000",2020-06-07,MKC
2020Q2_1422,Thomas Russo - Gardner Russo & Gardner,Q1 2020,KO - Coca Cola Co.,0.04,"79,607",Reduce 20.59%,$44.25,"$3,523,000",2020-06-07,KO
2020Q2_1423,Thomas Russo - Gardner Russo & Gardner,Q1 2020,MLHR - Miller (Herman),0.04,"163,981",Reduce 1.50%,$22.20,"$3,640,000",2020-06-07,MLHR
2020Q2_1424,Thomas Russo - Gardner Russo & Gardner,Q1 2020,PG - Procter & Gamble,0.04,"37,563",Reduce 1.21%,$110.00,"$4,132,000",2020-06-07,PG
2020Q2_1425,Thomas Russo - Gardner Russo & Gardner,Q1 2020,DANOY - Danone,0.04,"299,150",Reduce 10.63%,$12.87,"$3,850,000",2020-06-07,DANOY
2020Q2_1426,Thomas Russo - Gardner Russo & Gardner,Q1 2020,DOV - Dover Corp.,0.03,"41,065",Reduce 2.38%,$83.94,"$3,447,000",2020-06-07,DOV
2020Q2_1427,Thomas Russo - Gardner Russo & Gardner,Q1 2020,HINKY - Heineken NV,0.03,"40,588", ,$83.57,"$3,392,000",2020-06-07,HINKY
2020Q2_1428,Thomas Russo - Gardner Russo & Gardner,Q1 2020,PEP - PepsiCo Inc.,0.03,"23,474",Reduce 2.47%,$120.09,"$2,819,000",2020-06-07,PEP
2020Q2_1429,Thomas Russo - Gardner Russo & Gardner,Q1 2020,DVDCF - Davide Campari-Milano S.p.A.,0.03,"344,615",Add 425.17%,$7.19,"$2,477,000",2020-06-07,DVDCF
2020Q2_1430,Thomas Russo - Gardner Russo & Gardner,Q1 2020,LRLCF - L'Oreal SA,0.02,"5,798",Add 17.77%,$262.16,"$1,520,000",2020-06-07,LRLCF
2020Q2_1431,Thomas Russo - Gardner Russo & Gardner,Q1 2020,GOOGL - Alphabet Inc.,0.02,"1,748",Reduce 3.85%,$1161.90,"$2,031,000",2020-06-07,GOOGL
2020Q2_1432,Thomas Russo - Gardner Russo & Gardner,Q1 2020,PNC - PNC Financial Services,0.02,"16,988", ,$95.71,"$1,626,000",2020-06-07,PNC
2020Q2_1433,Thomas Russo - Gardner Russo & Gardner,Q1 2020,COCXF - Lindt & Spruengli AG,0.02,25,Reduce 3.85%,$87240.00,"$2,181,000",2020-06-07,COCXF
2020Q2_1434,Thomas Russo - Gardner Russo & Gardner,Q1 2020,PDRDY - Pernod-Ricard SA,0.01,"44,490",Add 20.08%,$28.41,"$1,264,000",2020-06-07,PDRDY
2020Q2_1435,Thomas Russo - Gardner Russo & Gardner,Q1 2020,COST - Costco Co.,0.01,"5,029",Reduce 2.63%,$285.15,"$1,434,000",2020-06-07,COST
2020Q2_1436,Thomas Russo - Gardner Russo & Gardner,Q1 2020,RBGPF - Reckitt Benckiser Group Plc,0.01,"14,550",Reduce 24.14%,$76.29,"$1,110,000",2020-06-07,RBGPF
2020Q2_1437,Thomas Russo - Gardner Russo & Gardner,Q1 2020,RDS.A - Royal Dutch Shell PLC,0.01,"29,466",Reduce 1.67%,$34.89,"$1,028,000",2020-06-07,RDS.A
2020Q2_1438,Thomas Russo - Gardner Russo & Gardner,Q1 2020,FUTL - Fulton Financial Corp.,0.01,"117,274", ,$11.49,"$1,347,000",2020-06-07,FUTL
2020Q2_1439,Thomas Russo - Gardner Russo & Gardner,Q1 2020,CFRUY - Cie Financiere Richemont SA,0.01,"146,710",Reduce 8.28%,$5.49,"$805,000",2020-06-07,CFRUY
2020Q2_1440,Thomas Russo - Gardner Russo & Gardner,Q1 2020,BAC - Bank of America Corp.,0.01,"48,975", ,$21.24,"$1,040,000",2020-06-07,BAC
2020Q2_1441,Thomas Russo - Gardner Russo & Gardner,Q1 2020,ABT - Abbott Labs,0.01,"11,810",Reduce 2.48%,$78.92,"$932,000",2020-06-07,ABT
2020Q2_1442,Thomas Russo - Gardner Russo & Gardner,Q1 2020,ABBV - AbbVie Inc.,0.01,"12,510",Reduce 2.34%,$76.18,"$953,000",2020-06-07,ABBV
2020Q2_1443,Thomas Russo - Gardner Russo & Gardner,Q1 2020,WMT - Wal-Mart Stores,0.01,"4,730",Reduce 2.57%,$113.53,"$537,000",2020-06-07,WMT
2020Q2_1444,Thomas Russo - Gardner Russo & Gardner,Q1 2020,MSFT - Microsoft Corp.,0.01,"3,595",Reduce 2.71%,$157.72,"$567,000",2020-06-07,MSFT
2020Q2_1445,Thomas Russo - Gardner Russo & Gardner,Q1 2020,AAPL - Apple Inc.,0.01,"2,035",Add 2.01%,$254.05,"$517,000",2020-06-07,AAPL
2020Q2_1446,Thomas Russo - Gardner Russo & Gardner,Q1 2020,CVX - Chevron Corp.,0.01,"7,848",Reduce 9.25%,$72.50,"$569,000",2020-06-07,CVX
2020Q2_1447,Thomas Russo - Gardner Russo & Gardner,Q1 2020,EVF - Eaton Vance Senior Income Trust,0.01,"315,110",Add 4.93%,$4.61,"$1,453,000",2020-06-07,EVF
2020Q2_1448,Thomas Russo - Gardner Russo & Gardner,Q1 2020,DD - DuPont de Nemours Inc.,0.01,"16,333",Add 7.93%,$34.10,"$557,000",2020-06-07,DD
2020Q2_1449,Thomas Russo - Gardner Russo & Gardner,Q1 2020,LVMUY - LVMH Moet Hennessy S.E. ,0.01,"2,819",Add 418.20%,$371.41,"$1,047,000",2020-06-07,LVMUY
2020Q2_1450,Thomas Russo - Gardner Russo & Gardner,Q1 2020,TWNK.WS - Hostess Brands Inc. WTS,0.00,"250,000", ,$0.57,"$143,000",2020-06-07,TWNK.WS
2020Q2_1451,Thomas Russo - Gardner Russo & Gardner,Q1 2020,MCD - McDonald's Corp.,0.00,"2,345",Reduce 21.04%,$165.46,"$388,000",2020-06-07,MCD
2020Q2_1452,Thomas Russo - Gardner Russo & Gardner,Q1 2020,BOIVF - Bollore,0.00,"13,500", ,$2.74,"$37,000",2020-06-07,BOIVF
2020Q2_1453,Thomas Russo - Gardner Russo & Gardner,Q1 2020,ORLY - O'Reilly Automotive,0.00,"1,000", ,$301.00,"$301,000",2020-06-07,ORLY
2020Q2_1454,Thomas Russo - Gardner Russo & Gardner,Q1 2020,UNP - Union Pacific,0.00,"1,535",Reduce 1.60%,$140.72,"$216,000",2020-06-07,UNP
2020Q2_1455,Thomas Russo - Gardner Russo & Gardner,Q1 2020,LTG-PS - LT Group Inc.,0.00,"1,525,000",Add 22.00%,$0.16,"$249,000",2020-06-07,LTG
2020Q2_1456,Thomas Russo - Gardner Russo & Gardner,Q1 2020,DOW - Dow Inc.,0.00,"15,530",Add 2.25%,$29.23,"$454,000",2020-06-07,DOW
2020Q2_1457,Thomas Russo - Gardner Russo & Gardner,Q1 2020,DIS - Walt Disney Co.,0.00,"4,303", ,$96.68,"$416,000",2020-06-07,DIS
2020Q2_1458,Thomas Russo - Gardner Russo & Gardner,Q1 2020,CIRPF - Cir SPA,0.00,"251,250",Add 101.00%,$0.46,"$115,000",2020-06-07,CIRPF
2020Q2_1459,Thomas Russo - Gardner Russo & Gardner,Q1 2020,CTVA - Corteva Inc.,0.00,"14,312",Add 10.19%,$23.48,"$336,000",2020-06-07,CTVA
2020Q2_1460,Thomas Russo - Gardner Russo & Gardner,Q1 2020,MTB - M&T Bank Corp.,0.00,"4,411",Add 1.05%,$103.38,"$456,000",2020-06-07,MTB
2020Q2_1461,Thomas Russo - Gardner Russo & Gardner,Q1 2020,MRK - Merck & Co.,0.00,"2,751", ,$77.06,"$212,000",2020-06-07,MRK
2020Q2_1462,Thomas Russo - Gardner Russo & Gardner,Q1 2020,PHJMF - Hanjaya Mandala Sampoerna,0.00,"1,000,000",Add 45.45%,$0.09,"$87,000",2020-06-07,PHJMF
2020Q2_1463,Thomas Russo - Gardner Russo & Gardner,Q1 2020,COTY - Coty Inc.,0.00,"13,297",Reduce 6.27%,$5.19,"$69,000",2020-06-07,COTY
2020Q2_1464,Thomas Russo - Gardner Russo & Gardner,Q1 2020,PRGAF - Pargesa Holding SA,0.00,"3,826",Reduce 66.81%,$66.39,"$254,000",2020-06-07,PRGAF
2020Q2_1465,Thomas Russo - Gardner Russo & Gardner,Q1 2020,LAMR - Lamar Advertising Co.,0.00,"8,125", ,$51.32,"$417,000",2020-06-07,LAMR
2020Q2_1466,Thomas Russo - Gardner Russo & Gardner,Q1 2020,RHHBY - Roche Holding AG ADR,0.00,635, ,$324.41,"$206,000",2020-06-07,RHHBY
2020Q2_1467,Thomas Russo - Gardner Russo & Gardner,Q1 2020,TFC - Truist Financial Corp.,0.00,"10,341",Add 0.47%,$30.85,"$319,000",2020-06-07,TFC
2020Q2_1468,Third Avenue Management,Q1 2020,FPH - Five Point Holdings LLC,8.73,"11,648,430",Reduce 0.55%,$5.07,"$59,058,000",2020-06-07,FPH
2020Q2_1469,Third Avenue Management,Q1 2020,BAM - Brookfield Asset Management Inc.,7.04,"1,612,934",Reduce 0.04%,$29.50,"$47,582,000",2020-06-07,BAM
2020Q2_1470,Third Avenue Management,Q1 2020,GBGS - JBG Smith Properties,5.80,"1,231,736",Add 0.79%,$31.83,"$39,207,000",2020-06-07,GBGS
2020Q2_1471,Third Avenue Management,Q1 2020,VNO - Vornado Realty Trust,5.47,"1,022,126",Add 76.03%,$36.21,"$37,012,000",2020-06-07,VNO
2020Q2_1472,Third Avenue Management,Q1 2020,WY - Weyerhaeuser Corp.,4.61,"1,837,497",Reduce 30.53%,$16.95,"$31,146,000",2020-06-07,WY
2020Q2_1473,Third Avenue Management,Q1 2020,PLD - Prologis Inc.,4.38,"368,926",Buy ,$80.37,"$29,651,000",2020-06-07,PLD
2020Q2_1474,Third Avenue Management,Q1 2020,RYN - Rayonier Inc.,4.26,"1,222,685",Reduce 4.65%,$23.55,"$28,795,000",2020-06-07,RYN
2020Q2_1475,Third Avenue Management,Q1 2020,LEN.B - Lennar Corp. CL B,4.25,"993,183",Reduce 12.14%,$28.92,"$28,723,000",2020-06-07,LEN.B
2020Q2_1476,Third Avenue Management,Q1 2020,LEN - Lennar Corp.,3.48,"614,088",Reduce 30.33%,$38.33,"$23,539,000",2020-06-07,LEN
2020Q2_1477,Third Avenue Management,Q1 2020,ESS - Essex Property Trust,3.18,"97,734",Buy ,$220.24,"$21,525,000",2020-06-07,ESS
2020Q2_1478,Third Avenue Management,Q1 2020,UHAL - AMERCO,3.16,"73,601",Reduce 8.28%,$290.55,"$21,385,000",2020-06-07,UHAL
2020Q2_1479,Third Avenue Management,Q1 2020,PSA - Public Storage,2.98,"101,528",Buy ,$198.62,"$20,165,000",2020-06-07,PSA
2020Q2_1480,Third Avenue Management,Q1 2020,TDW - Tidewater Inc.,2.90,"2,771,752",Add 0.62%,$7.08,"$19,625,000",2020-06-07,TDW
2020Q2_1481,Third Avenue Management,Q1 2020,HCC - Warrior Met Coal LLC,2.90,"1,845,789",Add 3.15%,$10.62,"$19,603,000",2020-06-07,HCC
2020Q2_1482,Third Avenue Management,Q1 2020,LOW - Lowe's Cos.,2.15,"169,215",Buy ,$86.05,"$14,561,000",2020-06-07,LOW
2020Q2_1483,Third Avenue Management,Q1 2020,EXP - Eagle Materials Inc.,2.11,"244,397",Add 37.80%,$58.42,"$14,278,000",2020-06-07,EXP
2020Q2_1484,Third Avenue Management,Q1 2020,MHK - Mohawk Industries,1.88,"166,602",Add 13.44%,$76.24,"$12,702,000",2020-06-07,MHK
2020Q2_1485,Third Avenue Management,Q1 2020,HA - Hawaiian Holdings Inc.,1.88,"1,215,738",Add 10.84%,$10.44,"$12,693,000",2020-06-07,HA
2020Q2_1486,Third Avenue Management,Q1 2020,ORI - Old Republic International,1.80,"797,168",Buy ,$15.25,"$12,157,000",2020-06-07,ORI
2020Q2_1487,Third Avenue Management,Q1 2020,TPHS - Trinity Place Holdings,1.63,"6,046,847",Add 3.49%,$1.82,"$11,006,000",2020-06-07,TPHS
2020Q2_1488,Third Avenue Management,Q1 2020,MYRG - MYR Group Inc.,1.49,"383,607", ,$26.19,"$10,047,000",2020-06-07,MYRG
2020Q2_1489,Third Avenue Management,Q1 2020,FR - First Industrial Realty Trust Inc.,1.48,"302,128",Reduce 46.30%,$33.23,"$10,040,000",2020-06-07,FR
2020Q2_1490,Third Avenue Management,Q1 2020,FNF - Fidelity National Financial Inc.,1.36,"370,365",Add 41.99%,$24.88,"$9,215,000",2020-06-07,FNF
2020Q2_1491,Third Avenue Management,Q1 2020,CBRE - CBRE Group,1.31,"235,115",Buy ,$37.71,"$8,867,000",2020-06-07,CBRE
2020Q2_1492,Third Avenue Management,Q1 2020,FDX - FedEx Corp.,1.28,"71,511",Buy ,$121.27,"$8,672,000",2020-06-07,FDX
2020Q2_1493,Third Avenue Management,Q1 2020,CMA - Comerica Inc.,1.03,"237,156",Reduce 28.46%,$29.34,"$6,959,000",2020-06-07,CMA
2020Q2_1494,Third Avenue Management,Q1 2020,UMBF - UMB Financial Corp.,1.00,"146,261",Add 10.67%,$46.38,"$6,784,000",2020-06-07,UMBF
2020Q2_1495,Third Avenue Management,Q1 2020,ICFI - ICF International Inc.,0.95,"93,665", ,$68.70,"$6,435,000",2020-06-07,ICFI
2020Q2_1496,Third Avenue Management,Q1 2020,ATNI - ATN International Inc.,0.95,"109,002",Reduce 20.08%,$58.71,"$6,400,000",2020-06-07,ATNI
2020Q2_1497,Third Avenue Management,Q1 2020,CUBI - Customers Bancorp Inc.,0.91,"561,121", ,$10.93,"$6,134,000",2020-06-07,CUBI
2020Q2_1498,Third Avenue Management,Q1 2020,CALM - Cal-Maine Foods Inc.,0.89,"136,928",Buy ,$43.99,"$6,023,000",2020-06-07,CALM
2020Q2_1499,Third Avenue Management,Q1 2020,SRG - Seritage Growth Properties,0.88,"651,610",Add 94.60%,$9.11,"$5,937,000",2020-06-07,SRG
2020Q2_1500,Third Avenue Management,Q1 2020,FRPH - FRP Holdings Inc.,0.84,"131,757", ,$43.00,"$5,666,000",2020-06-07,FRPH
2020Q2_1501,Third Avenue Management,Q1 2020,FCN - FTI Consulting Inc.,0.76,"42,957",Reduce 42.00%,$119.77,"$5,145,000",2020-06-07,FCN
2020Q2_1502,Third Avenue Management,Q1 2020,FIX - Comfort Systems USA Inc.,0.73,"134,629", ,$36.55,"$4,921,000",2020-06-07,FIX
2020Q2_1503,Third Avenue Management,Q1 2020,SEB - Seaboard Corp.,0.71,"1,708", ,$2813.23,"$4,805,000",2020-06-07,SEB
2020Q2_1504,Third Avenue Management,Q1 2020,ALCO - Alico Inc.,0.64,"140,451", ,$31.04,"$4,360,000",2020-06-07,ALCO
2020Q2_1505,Third Avenue Management,Q1 2020,ALG - Alamo Group Inc.,0.61,"46,706", ,$88.79,"$4,147,000",2020-06-07,ALG
2020Q2_1506,Third Avenue Management,Q1 2020,AGX - Argan Inc.,0.61,"119,452",Reduce 28.37%,$34.57,"$4,130,000",2020-06-07,AGX
2020Q2_1507,Third Avenue Management,Q1 2020,SBSI - Southside Bancshares Inc.,0.56,"125,475",Reduce 31.77%,$30.40,"$3,814,000",2020-06-07,SBSI
2020Q2_1508,Third Avenue Management,Q1 2020,CTB - Cooper Tire & Rubber Co.,0.56,"232,698",Add 57.34%,$16.30,"$3,793,000",2020-06-07,CTB
2020Q2_1509,Third Avenue Management,Q1 2020,VC - Visteon Corp.,0.51,"71,849", ,$47.99,"$3,448,000",2020-06-07,VC
2020Q2_1510,Third Avenue Management,Q1 2020,PB - Prosperity Bancshares Inc.,0.44,"61,148", ,$48.26,"$2,951,000",2020-06-07,PB
2020Q2_1511,Third Avenue Management,Q1 2020,UNF - UniFirst Corp.,0.42,"18,954", ,$151.10,"$2,864,000",2020-06-07,UNF
2020Q2_1512,Third Avenue Management,Q1 2020,EME - Emcor Group,0.42,"45,788",Reduce 34.63%,$61.33,"$2,808,000",2020-06-07,EME
2020Q2_1513,Third Avenue Management,Q1 2020,CET - Central Securities Corp.,0.42,"111,210",Buy ,$25.83,"$2,872,000",2020-06-07,CET
2020Q2_1514,Third Avenue Management,Q1 2020,G - Genpact Ltd.,0.37,"85,591",Reduce 29.19%,$29.21,"$2,500,000",2020-06-07,G
2020Q2_1515,Third Avenue Management,Q1 2020,CARE - Carter Bank & Trust,0.37,"268,982", ,$9.18,"$2,470,000",2020-06-07,CARE
2020Q2_1516,Third Avenue Management,Q1 2020,DORM - Dorman Products,0.36,"43,600", ,$55.28,"$2,410,000",2020-06-07,DORM
2020Q2_1517,Third Avenue Management,Q1 2020,KALU - Kaiser Aluminum Corp.,0.36,"34,769", ,$69.29,"$2,409,000",2020-06-07,KALU
2020Q2_1518,Third Avenue Management,Q1 2020,CFR - Cullen Frost Bankers,0.35,"42,331", ,$55.80,"$2,362,000",2020-06-07,CFR
2020Q2_1519,Third Avenue Management,Q1 2020,MAC - Macerich Co.,0.30,"356,561",Reduce 74.11%,$5.63,"$2,008,000",2020-06-07,MAC
2020Q2_1520,Third Avenue Management,Q1 2020,TPH - TRI Pointe Group,0.28,"215,389",Reduce 57.14%,$8.77,"$1,889,000",2020-06-07,TPH
2020Q2_1521,Third Avenue Management,Q1 2020,CKH - SEACOR Holdings Inc.,0.23,"358,074", ,$4.38,"$1,569,000",2020-06-07,CKH
2020Q2_1522,Third Avenue Management,Q1 2020,BATRA - Liberty Braves Group A,0.20,"68,715",Buy ,$19.50,"$1,340,000",2020-06-07,BATRA
2020Q2_1523,Third Avenue Management,Q1 2020,GRBK - Green Brick Partners,0.10,"80,000",Add 33.33%,$8.05,"$644,000",2020-06-07,GRBK
2020Q2_1524,Third Avenue Management,Q1 2020,IYR - iShares U.S. Real Estate ETF,0.09,"9,000",Buy ,$69.67,"$627,000",2020-06-07,IYR
2020Q2_1525,Third Avenue Management,Q1 2020,NXRT - NexPoint Residential Trust,0.09,"23,000",Buy ,$25.22,"$580,000",2020-06-07,NXRT
2020Q2_1526,Third Avenue Management,Q1 2020,JCAP - Jernigan Capital Inc.,0.08,"48,582",Add 142.91%,$10.97,"$533,000",2020-06-07,JCAP
2020Q2_1527,Third Avenue Management,Q1 2020,STC - Stewart Information Services,0.07,"17,000",Buy ,$26.71,"$454,000",2020-06-07,STC
